question_id,a,b
108260469635,1.50056943010178,-1.33658109187045
108260472241,1.37134564525755,-1.47688855979723
108260475788,1.12266744831467,-1.11630410471328
108260525582,0.766109871967932,-1.26668828359545
108260526865,1.22060778620972,-1.83134347467551
108260664105,0.296353107096877,-2.60786126959733
109376450641,2.05701317127931,-1.58191006490912
109376451815,1.34717861975966,-1.95253867680806
109377546617,0.447150126551492,-2.25546979112974
201189598160_a,0.702982944706269,-2.00981949037638
201189598160_b,0.866935013059155,-2.91055263528219
201202528385,1.2653741232611,-0.878013686361443
201202529744,0.795927814638891,-1.3099184328073
201536766387,1.05968656700424,-0.612025948186565
201536878569,2.14241012483819,-1.22132296200138
201536882706,0.625207956026221,-1.87687428706461
201536940609,1.3934693695776,-0.339158727178428
201537670347,1.84181595311119,-1.54596279754373
201537687633,1.16532245004687,-0.234717706157751
201537693384,1.24008307277324,-1.02121099113013
201541185494,1.70000198492822,-0.562450344001616
201564218773,0.27698053240842,-1.07286530112937
201564395277,1.83264317247325,-1.9277751796294
201564592646,1.45013934178437,-1.01616370079657
201564742534,0.963732972006489,-0.479867677980641
201567884735,0.61176200755054,-0.904670362694508
201568009920,1.01568701307401,-0.430853583263582
201568021176,0.480381279009063,1.18761281417924
201568468857_a,0.952032654190414,-2.64166479049147
201568468857_b,1.43676050122263,-1.32548744550496
201568468857_c,1.17899221450995,-1.61414740067568
201967222598,0.42828455817884,-2.28979831529378
201977585251,0.991827196441513,-1.26959384007053
201977586102,1.86155163548163,-1.31900589398182
201977597407,1.04251759218086,-0.788335288098709
201977598490,1.50619404565322,-1.46474029145327
201977599495,0.91425899561648,-1.55361719635524
201977600332,0.744052942551898,-0.844459093140948
201977602763,1.23698598124371,-1.22630524379196
201977603304,1.39836871171358,-1.00239461657711
201977604448,1.23702870165027,-1.47105085559972
201977605603,0.770978331603842,-1.07575656314473
201977608217,1.60593653777443,-1.21999665590367
201977609947,1.34073630084019,-1.26470787839392
201977625354,0.84577275484442,-0.971530457788581
202033445928,1.3851051790662,-1.16792817734143
202033446702,2.09230043021685,-1.80160101073459
202033447143,1.65231283083429,-1.55597914047645
202033448823,1.4686013731353,-1.4073987819741
202033449387,1.27370207863534,-1.79395736605707
202033450167,1.62247013909423,-2.01239871832507
202033451601,1.2279918732726,-0.513558010569119
202033452905,1.23255090623111,-0.399304472995836
202033453872,1.44540525720097,-1.4145915981744
202033454374,1.55388394874372,-1.00970654410303
202033455782,1.33630770316719,-0.512983884462778
202033456570,1.55940209443443,-1.0680014488998
202033458584_a,1.86397360085009,-1.34115146604694
202033458584_b,1.89569814842787,-1.38381739954185
202033458584_c,1.44224730905985,-1.45998493855259
202033458584_d,1.48191685852621,-1.42781905844144
202033459390_a,2.58709496317453,-1.03433448073747
202033459390_b,2.02512691026014,-1.38639702130246
202033459390_c,1.85375652455813,-1.29245215731682
202033459390_d,1.0079825626513,-1.3611061589563
202033460918_a,0.904253398607178,-0.588926477465238
202033460918_b,0.925210262742272,-1.77800340580227
202033460918_c,1.90845278866069,-0.986508075939591
202033460918_d,1.25915601643086,-1.21268303904126
202033461922_a,0.840743921809743,-0.158874477326535
202033461922_b,0.441703747147575,-1.11245545231529
202033461922_c,0.656274128520945,-0.554183280018248
202033461922_d,0.547522622804334,-0.327724311872566
202033462931,1.78107568618657,-0.657757617760885
202033463639,1.50011541245003,-0.481136904874988
202033464874,0.538496432466465,0.358299557672666
202033465599,1.32063872938009,-0.288400001539553
202033466511,1.00833952139708,1.30230060124822
202033467491,1.62254619214666,-0.176535816491406
202039776827,1.00533162554549,-1.69916389868009
202039777151,1.09245875910123,-1.89106387892567
202039778933,0.828007420469166,-2.27301031518693
202039779692,1.20415252264497,-1.89616843776542
202039780398,1.68264044253411,-1.80900275102664
202039781333,1.05865449906219,-1.73441901511379
202039782181,0.982465165031032,-1.3274494886743
202039783736,1.00308272609246,-1.9769299043418
202039784204,0.554348146163029,-0.580980431486761
202039785967,0.801045730662053,-1.57135158607337
202039786878,0.90253008773209,-1.66033291441488
202039787770,1.36959887856046,-1.53042426913551
202039788588,1.14732741579196,-1.45170151644803
202039789426,0.910866676125945,-0.93802745126826
202039790874,0.816679630196421,-1.42748976450895
202039791632,1.15355660700873,-1.26931473035085
202039792748,0.966752141890646,-1.30992164743806
202039793876,1.01526538308802,-1.18977569562196
202039794730,0.58025706082562,-0.613780434851789
202039795398,0.56718854882426,-0.552830883501549
202040903653,0.659195468048305,-1.92217207693253
202040904222,0.519352780709091,-2.07231205643805
202040905691,0.862954469483227,-3.15095315003318
202040906193,0.676133162818138,-2.92191468858048
202040907638,0.782633071326488,-4.12969235526795
202040908213,0.736458691412236,-3.89778210517667
202040909535,0.876226621336986,-2.83158154302638
202040910223,0.678483807155926,-1.52062092986282
202040911612,0.655076327498063,-2.60515960641438
202040912740,0.710812811986707,-1.2073008397041
202040913458,0.763956905008706,-1.56409546056794
202040914905,0.748836097043905,-0.860836642787611
202041335594,0.749765303642495,-2.75332846004193
202041336262,1.00587377102468,-2.99448364869142
202041337430,0.822450479402858,-2.43890921021835
202041338247,0.774606786045384,-2.91813864238852
202041339572,1.04555401754229,-2.15782942318607
202041340558,1.01403612895909,-1.97058709869055
202041341871,1.02933480753782,-1.92435341145196
202041342178,1.19667104273711,-1.98200535154802
202041343809,0.976519344683623,-1.99351602183984
202041344917,1.03476125504791,-1.82833406764442
202041449858,0.783717091881209,-2.66318589914646
202041450167,0.778607847259534,-1.36054377148516
202041451477,1.16521639383309,-2.22677292333551
202041452740,1.79924803784758,-1.7000242980692
202041453588,0.601746861764712,1.07933336685133
202041454781,1.57657472441595,-1.67566672215207
202041455945,1.24563497841815,-1.40868086524878
202041456468,1.06481359870255,-1.55979387025822
202041457319,1.35544704620153,-1.63413424245363
202041458369,0.883823982345044,-0.223539021918843
202041459864,1.26333317200618,-1.15698349046229
202041460992,0.669998578996278,-0.47157453700041
202059848228,1.03474910438954,-0.737250633141044
202059849577,1.01649839350014,-1.49207004864934
202059850945,1.49662960387291,-0.271543502013642
202059851215,1.72847593242206,-1.73006557122897
202059852380,1.43277047125928,-1.57892251417042
202059853336,1.2318959714138,-1.78659920874152
202059854108,1.36806656952305,-1.02119288610487
202059855439,0.985768054256813,-0.729557763229386
202059856771,1.42158948804652,-1.5229337367908
202059857977,1.65636493576724,-1.35292565627354
202059858269,1.74689320447501,-0.86526126552061
202059859615,1.1212779318164,-1.48953382202357
202059860165_a,1.7908989961161,-0.0262128636213201
202059860165_b,1.32622046703197,-0.536126777764391
202059860165_c,1.18405384532708,-1.20032477486405
202059860165_d,0.949379002989686,-1.53396340660286
202059861213_a,1.38846940022802,-2.08785672282822
202059861213_b,1.20484475028976,-1.42269467155928
202059861213_c,1.4033132912248,-1.05452310105097
202059861213_d,1.50583639845179,-0.809374662607849
202059862709_a,1.49435559519125,-1.71461046608246
202059862709_b,1.19497539512045,-1.19740853441163
202059862709_c,1.53762864271097,-1.31945991688695
202059862709_d,1.28767404196051,-1.21559431848096
202063016975_a,1.2646706049312,-1.10367172108471
